agi,balnce,exempt,wages,agir1,year,taxba
37380,-1441,3300,37370,23,2006,3961
10810,-693,3300,10790,11,2006,236
19070,-836,3300,19080,20,2006,1216
14110,-1294,3300,14120,15,2006,568
2135,-186,0,2215,3,2006,0
25010,-4647,9900,24980,22,2006,758
66150,-721,9900,59940,25,2006,5984
11710,-5262,13200,11750,12,2006,0
11510,-4921,9900,11490,12,2006,0
17210,-5113,9900,17380,18,2006,0
15650,-4301,6600,15640,16,2006,149
25000,-5699,9900,24720,21,2006,753
11450,-3441,6600,11450,12,2006,0
15170,-5206,9900,14870,16,2006,11
31810,-3832,9900,31770,23,2006,1619
29520,-2815,9900,29500,22,2006,1274
13920,-5309,9900,13900,14,2006,0
13620,-4149,9900,12950,14,2006,0
18010,-7193,13200,18040,19,2006,0
16670,-5806,13200,16660,17,2006,0
19750,-1306,3300,20160,20,2006,1314
28910,-404,3300,29020,22,2006,2694
67370,-933,3300,60690,25,2006,11290
44830,-2232,9900,45290,24,2006,2939
29160,-3885,9900,29250,22,2006,1221
22430,-3632,9900,22330,21,2006,224
85460,-3053,13200,85410,26,2006,8609
27450,-3550,6600,27400,22,2006,1461
24920,-5443,9900,24930,21,2006,473
33420,-2494,16500,30500,23,2006,663
10130,-2932,6600,10040,11,2006,0
77830,-6502,16500,77770,26,2006,6899
20950,-4200,9900,21040,21,2006,353
29500,-3924,16500,29560,22,2006,548
17640,-4871,6600,17680,18,2006,348
25730,-4754,9900,25720,22,2006,828
11970,-3227,6600,11950,12,2006,0
25650,-5253,9900,25630,22,2006,823
37190,-5504,9900,37180,23,2006,1791
20450,-5437,9900,20500,21,2006,24
15200,-4019,6600,15180,16,2006,106
26810,-5635,13200,26730,22,2006,608
4472,-442,13200,0,5,2006,0
3676,-1430,6600,3702,4,2006,0
9054,-3546,6600,6870,10,2006,0
15990,-1273,6600,15990,16,2006,184
16560,-3022,6600,16770,17,2006,483
41160,-1093,6600,35770,24,2006,2886
18920,-5162,16500,11540,19,2006,0
20600,-663,3300,21590,21,2006,1449
14270,-4102,6600,14270,15,2006,251
14510,-5709,13200,14460,15,2006,0
82210,-2229,13200,82220,26,2006,8054
28030,-6512,13200,28280,22,2006,453
7890,-4085,6600,7970,8,2006,0
73860,-4264,19800,73830,25,2006,5811
22170,-3100,6600,22200,21,2006,803
9891,-3611,6600,9542,10,2006,0
43890,-2992,6600,46620,24,2006,4589
12380,-5515,9900,12220,13,2006,0
23040,-6365,16500,22770,21,2006,0
30470,-3011,6600,29590,23,2006,1911
12640,-4786,9900,12540,13,2006,0
28250,-6533,16500,28310,22,2006,146
14230,-4491,6600,14100,15,2006,9
34210,-2101,13200,34580,23,2006,1073
23620,-4725,13200,23590,21,2006,11
24470,-343,3300,24540,21,2006,2026
22790,-4702,6600,22790,21,2006,863
22950,-2210,3300,22950,21,2006,1794
12050,-3632,6600,12220,13,2006,0
27330,-3602,6600,27290,22,2006,1439
75100,-765,13200,75220,26,2006,6981
23840,-2357,3300,24130,21,2006,1929
7755,-3420,13200,7784,8,2006,0
16650,-5738,9900,16580,17,2006,0
16190,-6044,9900,16200,17,2006,0
19010,-893,3300,18510,20,2006,1209
27250,-1713,3300,27220,22,2006,2446
55230,-2514,6600,55580,25,2006,7426
31730,-5985,9900,30650,23,2006,1604
51410,-3372,16500,51310,25,2006,2939
40000,-4005,13200,40310,23,2006,1716
39050,-7647,16500,39010,23,2006,1223
10970,-684,3300,10370,11,2006,251
21360,-5550,19800,21930,21,2006,0
3616,-627,3300,1050,4,2006,0
24150,-4528,9900,24180,21,2006,673
9289,-4589,9900,9283,10,2006,0
50160,-713,6600,50110,25,2006,4236
14430,-5006,9900,14400,15,2006,0
25510,-1779,9900,25920,22,2006,808
24190,-3743,6600,24130,21,2006,1003
29590,-2923,9900,29560,22,2006,1281
25990,-6055,13200,26220,22,2006,523
19030,-1136,3300,19060,20,2006,1209
12260,-2437,6600,3921,13,2006,0
26030,-3770,9900,26800,22,2006,583
85970,-6396,16500,86000,26,2006,8121
753,-318,6600,750,1,2006,0
18360,-4822,6600,18400,19,2006,423
12720,-4112,6600,12760,13,2006,0
30520,-1448,6600,30510,23,2006,2439
14740,-5783,9900,14870,15,2006,0
11800,-1109,3300,11770,12,2006,338
60300,-5411,9900,61500,25,2006,6076
18350,-6388,9900,17950,19,2006,89
15270,-945,3300,14860,16,2006,683
7260,-3203,9900,7264,8,2006,0
36560,-1213,9900,36810,23,2006,1701
36490,-825,3300,37570,23,2006,3826
11520,-5048,9900,11560,12,2006,0
2890,-3348,9900,2892,3,2006,0
48810,-5866,9900,48730,24,2006,4169
18570,-139,3300,13560,19,2006,1141
11320,-4726,9900,11380,12,2006,0
31680,-4894,13200,31850,23,2006,818
5557,-2236,6600,5624,6,2006,0
19340,-1304,3300,16640,20,2006,1254
11640,-3762,6600,11650,12,2006,0
18030,-4953,9900,18120,19,2006,59
16570,-4702,6600,16580,17,2006,483
7532,-3269,13200,7546,8,2006,0
30160,-2199,9900,29960,23,2006,1371
14070,-3253,6600,14200,15,2006,0
19800,-5260,13200,19700,20,2006,0
21560,-5868,13200,21450,21,2006,0
23950,-4228,6600,23900,21,2006,978
20790,-7104,9900,20750,21,2006,333
31010,-3690,13200,31020,23,2006,1028
9465,-3964,9900,9679,10,2006,0
19930,-2992,9900,13140,20,2006,0
34770,-1606,9900,34320,23,2006,1458
16450,-5078,13200,16470,17,2006,0
49760,-3860,9900,43210,24,2006,4311
29480,-993,3300,29390,22,2006,2589
18740,-7371,13200,18570,19,2006,0
6135,-2817,9900,6136,7,2006,0
23610,-3299,3300,23540,21,2006,1899
30960,-3211,6600,30980,23,2006,1986
42240,-977,6600,41650,24,2006,3044
69730,-242,13200,69760,25,2006,6179
59430,-8321,16500,60700,25,2006,4139
13710,-6303,13200,13760,14,2006,0
5595,-714,3300,5196,6,2006,0
23410,-5349,9900,23320,21,2006,598
18650,-5723,13200,18720,19,2006,0
101900,-3451,13200,101800,27,2006,12710
57180,-3787,13200,57990,25,2006,4296
14530,-6134,9900,14540,15,2006,0
17940,-5704,9900,17850,18,2006,49
39020,-4264,6600,38930,23,2006,3194
29980,-1975,9900,29960,22,2006,1341
20820,-2832,6600,20740,21,2006,668
20030,-1966,6600,20130,21,2006,588
29730,-2359,9900,29530,22,2006,1304
2909,-1161,3300,2920,3,2006,0
23480,-4058,9900,19220,21,2006,603
82160,-2626,9900,82090,26,2006,8609
16290,-1314,19800,16500,17,2006,0
18510,-5484,13200,18450,19,2006,0
11280,-3037,6600,11380,12,2006,0
28920,-2983,6600,29320,22,2006,1679
4910,-1979,6600,5005,5,2006,0
17470,-5852,9900,17420,18,2006,2
24300,-6083,19800,24370,21,2006,0
21550,-3422,6600,21940,21,2006,738
1948,-390,3300,0,2,2006,0
30610,-1003,3300,30400,23,2006,2949
19330,-4840,9900,19500,20,2006,189
26630,-1800,6600,19720,22,2006,1334
24290,-4191,3300,41130,21,2006,229
7979,-2303,6600,3895,8,2006,0
47300,-2056,13200,42760,24,2006,2811
19500,-5464,13200,18320,20,2006,0
52660,-852,3300,17640,25,2006,7301
43830,-4476,3300,43860,24,2006,2244
52990,-574,6600,35380,25,2006,4402
23940,-947,3300,23990,21,2006,1944
16130,-3051,9900,2184,17,2006,0
19550,-3194,6600,19500,20,2006,538
30540,-1320,3300,26210,23,2006,2934
5841,-469,3300,5782,6,2006,0
7069,-1351,6600,145,8,2006,0
75010,-1154,19800,72630,26,2006,3726
27380,-5315,9900,25590,22,2006,993
72380,-3136,13200,63780,25,2006,5826
22940,-5629,13200,27190,21,2006,0
18900,-5595,13200,18470,19,2006,0
6335,-2926,9900,6683,7,2006,0
27050,-3972,6600,26710,22,2006,34
16410,-4462,9900,16500,17,2006,0
9070,-3730,9900,9059,10,2006,0
57010,-4318,9900,56550,25,2006,4769
70900,-4344,9900,60430,25,2006,6854
28400,-811,3300,19410,22,2006,2611
17350,-1182,3300,17240,18,2006,583
9382,-3074,6600,9007,10,2006,0
11290,-2844,9900,0,12,2006,0
7576,-3090,13200,7450,8,2006,0
7328,-1561,9900,0,8,2006,0
18850,-1723,9900,0,19,2006,141
45760,-4446,6600,45700,24,2006,4206
17560,-828,3300,17240,18,2006,991
10800,-3409,9900,10820,11,2006,0
66770,-2780,16500,58560,25,2006,5211
7165,-2514,6600,7168,8,2006,0
12010,-2996,9900,8691,13,2006,0
110500,-4474,9900,108200,27,2006,13090
8103,-1922,6600,1549,9,2006,0
11600,-3510,6600,11560,12,2006,0
12200,-3495,9900,4313,13,2006,0
66240,-2149,6600,66250,25,2006,6644
14910,-5828,6600,39840,15,2006,76
6129,-2222,6600,6136,7,2006,0
16220,-3705,6600,12090,17,2006,206
19260,-1412,6600,19270,20,2006,513
15200,-7158,9900,35230,16,2006,0
37840,-3326,13200,37010,23,2006,1203
32640,-2902,9900,32590,23,2006,1739
14440,-5338,9900,14400,15,2006,0
37400,-2567,3300,37220,23,2006,1966
-109100,-6480,3300,43240,0,2006,0
29690,-869,3300,0,22,2006,2286
-44680,-1201,13200,27120,0,2006,0
21830,-317,3300,0,21,2006,1441
16100,-3088,6600,10470,17,2006,194
40500,-1305,9900,35200,24,2006,1694
6831,-2832,9900,6858,7,2006,0
6209,-2144,9900,2876,7,2006,0
23460,-483,3300,23480,21,2006,1876
16570,-1371,6600,0,17,2006,241
11020,-1550,3300,11040,12,2006,256
18650,-5312,13200,19730,19,2006,0
77970,-3512,16500,77520,26,2006,5571
6845,-2360,9900,4126,7,2006,0
21510,-5162,9900,21490,21,2006,131
35490,-3849,6600,34740,23,2006,1836
25830,-4518,9900,26730,22,2006,838
9713,-3940,9900,9740,10,2006,0
23730,-5314,9900,23890,21,2006,628
69590,-1034,6600,60710,25,2006,6996
12330,-1066,6600,0,13,2006,0
12390,-5880,9900,12390,13,2006,0
5112,-2226,9900,5154,6,2006,0
21340,-582,3300,0,21,2006,923
16210,-1171,3300,16160,17,2006,538
31670,-4975,9900,29900,23,2006,1596
10560,-3357,16500,4510,11,2006,0
66890,-2526,6600,71080,25,2006,6156
52640,-2353,6600,43160,25,2006,4604
9551,-1858,9900,637,10,2006,0
11560,-4021,13200,6866,12,2006,0
73990,-5397,9900,74070,25,2006,7311
31490,-3311,6600,31470,23,2006,1458
65150,-1072,16500,61640,25,2006,3659
38980,-3142,9900,36090,23,2006,2691
9791,-4014,19800,9103,10,2006,0
46900,-1436,3300,46900,24,2006,6164
43730,-3542,9900,44040,24,2006,2294
36780,-2084,6600,36640,23,2006,1161
57280,-1767,6600,54380,25,2006,4176
17560,-4908,9900,17580,18,2006,11
30770,-5295,19800,30790,23,2006,66
13880,-5452,13200,13400,14,2006,0
23900,-6714,9900,23890,21,2006,643
72370,-2617,3300,62650,25,2006,8889
53990,-5487,6600,72210,25,2006,4806
28110,-602,3300,28690,22,2006,2574
43090,-7431,26400,43620,24,2006,638
9291,-543,3300,9283,10,2006,0
48010,-3648,23100,47820,24,2006,1463
20020,-4177,6600,20040,21,2006,588
11940,-3414,16500,2480,12,2006,0
32720,-4154,16500,33000,23,2006,593
6640,-369,3300,4784,7,2006,0
50900,-7810,3300,42540,25,2006,4814
62280,-2216,9900,62110,25,2006,5556
14470,-3305,9900,14500,15,2006,0
7571,-2084,6600,2743,8,2006,0
25630,-5031,9900,25630,22,2006,0
14270,-795,3300,14220,15,2006,583
8761,-1415,6600,0,9,2006,0
25900,-3223,13200,15050,22,2006,241
7402,-1520,6600,0,8,2006,0
9370,-3509,9900,6405,10,2006,0
13620,-4183,6600,13170,14,2006,0
24010,-2119,6600,21550,21,2006,988
29130,-2561,3300,29100,22,2006,2724
26150,-2234,9900,26140,22,2006,868
25940,-1708,6600,25920,22,2006,1229
13520,-2500,6600,10670,14,2006,0
481800,-3680,4400,481000,28,2006,132400
166300,-9311,13200,163700,27,2006,23810
69170,-2288,19800,69050,25,2006,5106
10790,-4106,16500,7481,11,2006,0
53240,-3324,6600,51680,25,2006,5324
22740,-4149,9900,22750,21,2006,528
25130,-2583,6600,28190,22,2006,393
11080,-4083,9900,5469,12,2006,0
34610,-4671,16500,34630,23,2006,783
35740,-5701,16500,35760,23,2006,893
10150,-3122,9900,3249,11,2006,0
14690,-5186,9900,14730,15,2006,0
12190,-4984,9900,8769,13,2006,0
10990,-4084,9900,7698,11,2006,0
22020,-3352,6600,22040,21,2006,24
11350,-3359,9900,2987,12,2006,0
12170,-5570,9900,11240,13,2006,0
13360,-2864,9900,0,14,2006,0
5920,-2160,6600,5964,6,2006,0
6723,-2739,6600,6721,7,2006,0
9007,-3602,6600,9237,10,2006,0
11340,-4669,13200,11330,12,2006,0
14860,-851,3300,14880,15,2006,643
61170,-6437,13200,61170,25,2006,2031
18400,-5931,9900,18370,19,2006,96
12020,-3970,13200,7200,13,2006,0
17070,-3110,6600,17050,18,2006,291
9811,-1373,6600,514,10,2006,0
41260,-3773,13200,41130,24,2006,2541
5112,-2370,9900,4916,6,2006,0
48350,-1777,3300,47300,24,2006,6351
16500,-3939,13200,5404,17,2006,0
33650,-1177,3300,33850,23,2006,3406
7937,-2269,6600,2876,8,2006,0
59020,-3722,9900,59290,25,2006,5751
11440,-3357,6600,11440,12,2006,0
15820,-733,3300,15410,16,2006,738
59450,-3934,16500,58730,25,2006,4139
179200,-2990,13200,181900,27,2006,27960
33010,-5659,9900,37030,23,2006,1416
74280,-2678,13200,65090,25,2006,6734
28200,-2379,6600,24700,22,2006,1566
49090,-3290,9900,45800,24,2006,3576
12540,-3825,9900,3864,13,2006,0
5001,-1126,6600,5028,6,2006,0
23870,-4462,13200,20130,21,2006,313
36730,-2532,13200,36390,23,2006,1321
53630,-2413,6600,53800,25,2006,4754
64460,-1358,9900,63180,25,2006,5886
11680,-3501,9900,2676,12,2006,0
45310,-2906,13200,37990,24,2006,2519
103500,-260,13200,102400,27,2006,13110
19920,-4413,9900,19980,20,2006,246
29090,-6796,16500,25960,22,2006,229
11830,-3863,9900,5815,12,2006,0
18940,-1125,3300,18910,19,2006,1194
209500,-8354,9900,204800,28,2006,38520
12620,-2815,23100,0,13,2006,0
45820,-901,3300,45700,24,2006,5901
31100,-728,9900,30430,23,2006,993
35720,-3097,6600,34940,23,2006,2699
17610,-6091,9900,17640,18,2006,16
8002,-2253,9900,3241,9,2006,0
48940,-6060,3300,49030,24,2006,1801
33080,-2791,6600,32980,23,2006,1671
74070,-997,6600,72950,25,2006,5234
28240,-4390,6600,26570,22,2006,1103
37590,-3601,6600,37360,23,2006,2976
25220,-285,3300,25520,22,2006,2139
31390,-1826,6600,28330,23,2006,1859
48750,-3013,13200,48910,24,2006,2714
35590,-2835,9900,33070,23,2006,1393
13670,-4061,9900,13760,14,2006,0
28290,-7313,9900,28290,22,2006,1606
51390,-2845,13200,29100,25,2006,4056
50400,-3023,13200,46260,25,2006,3276
18160,-3404,6600,18470,19,2006,403
47320,-1291,3300,45850,24,2006,6276
36840,-1317,13200,36860,23,2006,1333
108600,-3822,9900,107600,27,2006,11860
74860,-6235,16500,71740,25,2006,6456
31250,-4618,13200,27840,23,2006,658
6916,-985,3300,6880,7,2006,0
18260,-3793,6600,18270,19,2006,413
53900,-4555,19800,53560,25,2006,2211
48920,-2402,13200,56930,24,2006,2534
17300,-4672,9900,12050,18,2006,0
33950,-4816,3300,33970,23,2006,41
62390,-4203,13200,62400,25,2006,2301
6304,-3168,13200,6252,7,2006,0
39020,-724,6600,38650,23,2006,3194
8929,-3531,26400,8126,9,2006,0
27530,-3899,9900,27530,22,2006,733
42130,-3676,16500,40760,24,2006,1544
18600,-6337,13200,28490,19,2006,0
5252,-252,3300,5276,6,2006,0
8660,-2443,6600,5421,9,2006,0
37410,-1223,3300,37300,23,2006,3969
11110,-3024,9900,1389,12,2006,0
27660,-4174,9900,25320,22,2006,1023
41400,-4677,16500,40030,24,2006,958
7146,-1631,6600,1508,8,2006,0
18560,-4101,6600,17680,19,2006,683
26970,-788,0,26940,22,2006,2896
40310,-2275,6600,40360,24,2006,3389
43620,-509,6600,37370,24,2006,3884
8681,-3764,9900,8672,9,2006,0
55340,-597,6600,55400,25,2006,5651
17580,-3668,13200,17680,18,2006,0
15410,-920,3300,15590,16,2006,698
12280,-3479,6600,11750,13,2006,0
66680,-1787,6600,42610,25,2006,8489
33130,-2717,13200,23240,23,2006,863
28020,-5193,19800,27970,22,2006,0
18660,-3751,6600,18620,19,2006,453
20150,-2751,13200,20240,21,2006,0
15880,-5522,9900,13670,16,2006,0
20660,-4245,6600,20640,21,2006,653
21970,-5944,9900,21820,21,2006,453
21200,-5108,6600,21150,21,2006,708
58800,-287,6600,51420,25,2006,5526
20420,-3969,9900,28600,21,2006,0
76370,-1263,6600,41110,26,2006,8166
36330,-839,6600,0,23,2006,2009
9353,-3467,9900,5657,10,2006,0
24200,-5224,9900,25640,21,2006,678
44200,-912,3300,43990,24,2006,5501
63690,-513,6600,48730,25,2006,7739
43940,-2631,9900,32850,24,2006,3434
99660,-8005,9900,102100,26,2006,11760
8173,-2608,6600,4391,9,2006,0
45630,-1383,13200,38720,24,2006,2564
53040,-1480,19800,49880,25,2006,2684
49460,-943,16500,50230,24,2006,2646
12970,-2995,6600,11530,13,2006,0
13450,-4988,9900,10710,14,2006,0
74380,-11090,13200,78800,25,2006,6876
36830,-1657,13200,36780,23,2006,1874
24200,-5511,13200,24200,21,2006,71
48440,-4371,9900,48490,24,2006,4109
15720,-5364,9900,14670,16,2006,66
14800,-3689,13200,3597,15,2006,0
13070,-380,0,13040,14,2006,811
17110,-1175,6600,13990,18,2006,171
12380,-4322,19800,8015,13,2006,0
9556,-3882,9900,9542,10,2006,0
14880,-5741,9900,17920,15,2006,0
7057,-3522,9900,7084,8,2006,0
34580,-1651,3300,34160,23,2006,3061
7015,-2362,9900,2430,8,2006,0
20250,-2612,6600,20350,21,2006,613
34910,-2840,6600,34160,23,2006,2579
7857,-3242,13200,7860,8,2006,0
8199,-1455,3300,8263,9,2006,0
25210,-4187,9900,25220,22,2006,778
26350,-2454,3300,26330,22,2006,2304
18700,-6782,9900,18680,19,2006,124
10970,-913,3300,11040,11,2006,251
82960,-5369,3300,83110,26,2006,10010
68520,-2453,9900,38910,25,2006,6164
12900,-3845,3300,6713,13,2006,206
77210,-2994,6600,77480,26,2006,8294
28580,-273,3300,24990,22,2006,2641
36760,-2872,6600,36880,23,2006,803
28590,-3852,9900,28760,22,2006,1131
36240,-852,9900,36100,23,2006,1649
10830,-5210,9900,10790,11,2006,0
22600,-7109,16500,25720,21,2006,0
25930,-4429,9900,25000,22,2006,199
27390,-7220,9900,27400,22,2006,993
33030,-5210,9900,31750,23,2006,1799
63820,-4901,6600,63310,25,2006,5964
23650,-5160,23100,20370,21,2006,0
23780,-891,3300,23830,21,2006,1921
15440,-4186,9900,9059,16,2006,0
20730,-1182,3300,21760,21,2006,924
14410,-2862,9900,0,15,2006,0
6668,-2695,6600,6713,7,2006,0
4193,-1403,6600,3811,5,2006,0
47170,-1878,3300,43800,24,2006,4889
19940,-2205,13200,0,20,2006,0
54850,-2217,6600,53950,25,2006,5136
28210,-5860,13200,26800,22,2006,473
5538,-794,0,5624,6,2006,39
15750,-4457,13200,9762,16,2006,0
71380,-3551,16500,71030,25,2006,4244
52590,-4147,16500,29620,25,2006,3111
40170,-5051,16500,37850,24,2006,1338
43390,-2289,6600,43240,24,2006,3014
18720,-951,3300,18550,19,2006,1164
18540,-1028,3300,18890,19,2006,1134
25670,-1225,3300,25690,22,2006,2206
14290,-908,3300,14290,15,2006,583
15800,-915,3300,15790,16,2006,738
0,-40,6600,0,0,2006,0
26490,2132,3300,0,22,2006,2326
35490,-4650,12800,48400,23,2006,1268
198800,-470,12800,111200,27,2006,24330
375400,-9948,0,461600,28,2006,96460
3290,339,0,0,4,2006,639
44200,-1974,6600,43870,24,2006,2571
86240,-4297,12800,45630,26,2006,3076
38190,-633,3300,38110,23,2006,4081
2334000,5135,0,2104000,32,2006,782000
1907000,-64350,0,1811000,31,2006,605800
3274000,-269000,0,2320000,32,2006,820400
61090,-98,6200,145200,25,2006,5153
64280,-1623,6400,137400,25,2006,5986
3858,0,3200,47690,4,2006,0
307700,-62990,3584,413400,28,2006,75010
42560,-27140,6200,148300,24,2006,3738
801800,-29980,0,758500,29,2006,214700
30290,58,9600,175400,23,2006,1016
194500,1105,19200,217100,27,2006,29480
89530,0,12800,184300,26,2006,6509
178900,-4786,12800,228400,27,2006,33450
309500,-64,4160,318300,28,2006,75800
4604000,-1299000,0,4911000,32,2006,1581000
432500,136100,0,0,28,2006,107600
649200,-13730,0,443300,29,2006,142200
1143000,-79940,0,969500,30,2006,296700
57790,-5446,9300,77810,25,2006,3054
194200,33890,6400,6964,27,2006,32030
131100,34640,12400,0,27,2006,20730
-236300,-962,0,441,0,2006,0
41340,-3702,6400,47710,24,2006,0
48780,-2083,9600,4445,24,2006,2801
173600,-24090,6400,206500,27,2006,27730
46090,-438,6200,31170,24,2006,3669
124900,-18990,9600,98110,27,2006,2037
85370,-563,3200,10360,26,2006,16120
-1294000,-20740,0,0,0,2006,0
13760,-787,3300,13830,14,2006,533
11920,-926,3300,11940,12,2006,348
39060,-1598,3300,39040,23,2006,4216
11220,-1011,3300,11220,12,2006,276
25790,-873,3300,25820,22,2006,2221
28430,-349,3300,28290,22,2006,2619
14670,-799,3300,14720,15,2006,623
5142,-737,3300,5159,6,2006,0
6423,-411,0,6427,7,2006,126
26430,-1252,3300,26420,22,2006,2319
9206,-175,0,9171,10,2006,408
44990,-1531,3300,44710,24,2006,5689
28380,-1429,3300,28290,22,2006,2611
14980,-931,3300,14910,15,2006,653
5309,-251,0,5408,6,2006,16
3728,-213,0,3736,4,2006,0
20340,-1006,6600,20350,21,2006,343
25050,-973,3300,25040,22,2006,2109
17660,-455,3300,17640,18,2006,1006
53730,-1576,3300,53490,25,2006,7876
12730,-292,6600,12810,13,2006,0
64020,-5756,6600,64290,25,2006,6314
33500,-485,3300,33460,23,2006,3376
5186,-508,3300,5203,6,2006,0
17660,-911,3300,17420,18,2006,1006
52530,-1568,3300,52580,25,2006,7576
11030,-926,3300,11050,12,2006,259
36830,-754,3300,36770,23,2006,3879
54970,-1622,3300,54800,25,2006,8189
1464,-377,3300,1481,2,2006,0
30050,-1088,3300,30030,23,2006,2866
21100,-372,3300,21140,21,2006,1516
26340,-912,3300,26330,22,2006,2304
18710,-1158,3300,18680,19,2006,1164
12070,-373,0,12140,13,2006,693
6768,-884,3300,6754,7,2006,0
3328,-164,0,3345,4,2006,0
19920,-878,3300,19960,20,2006,1344
24090,-1629,3300,24100,21,2006,1966
42120,-904,3300,41680,24,2006,4976
14810,-795,3300,14770,15,2006,638
42940,-1687,3300,42860,24,2006,5176
5149,-291,3300,5044,6,2006,0
14240,-1026,3300,14190,15,2006,578
4931,-347,0,4845,5,2006,0
28150,-357,3300,28140,22,2006,2581
25780,-640,6600,25680,22,2006,888
6619,-254,3300,6605,7,2006,0
18550,-921,3300,18540,19,2006,1141
14290,-562,3300,14300,15,2006,583
2771,-120,0,2784,3,2006,0
27550,-598,3300,27510,22,2006,2484
27160,-1046,3300,27210,22,2006,2431
11640,-998,3300,5203,12,2006,318
9565,-488,0,9552,10,2006,443
3143,-471,0,3152,4,2006,0
62410,-2107,6600,62400,25,2006,6074
8897,-633,3300,8849,9,2006,44
6409,-622,3300,6144,7,2006,0
21250,-847,3300,21110,21,2006,1546
20360,-322,3300,20380,21,2006,1411
22800,-2106,6600,22800,21,2006,588
19520,-414,3300,19530,20,2006,1284
22310,-900,3300,22320,21,2006,1704
17460,-828,3300,17480,18,2006,976
12300,-323,0,12290,13,2006,713
17020,-410,3300,17040,18,2006,909
9978,-1019,3300,9974,10,2006,154
13440,-710,3300,13410,14,2006,498
23640,-709,3300,23570,21,2006,1899
30230,-991,3300,30280,23,2006,2889
31690,-386,3300,31250,23,2006,3106
18310,-319,3300,18130,19,2006,1104
29910,-3089,9900,30000,22,2006,1334
17530,-4179,6600,17440,18,2006,338
32050,-5211,13200,30500,23,2006,853
24920,-3315,3300,24820,21,2006,2094
15850,-5390,9900,15800,16,2006,0
15270,-869,3300,15190,16,2006,683
23320,-1846,3300,22970,21,2006,1854
7928,-465,6600,5939,8,2006,0
46030,-1535,6600,45970,24,2006,4244
12130,-4661,13200,12130,13,2006,0
6426,-3029,9900,6453,7,2006,0
26150,-977,6600,26170,22,2006,1779
8373,-3372,6600,8377,9,2006,0
42630,-2160,6600,42700,24,2006,3734
21340,-4998,9900,21360,21,2006,388
14060,-4923,9900,12350,15,2006,0
17990,-4951,9900,17990,18,2006,54
28920,-4521,13200,29090,22,2006,818
15660,-4901,6600,15650,16,2006,151
30120,-3987,9900,30080,23,2006,1364
20050,-5822,9900,20040,21,2006,261
34070,-4669,13200,32940,23,2006,1058
27650,-1153,6600,26410,22,2006,1073
14230,-4753,6600,14150,15,2006,9
9097,-3825,9900,9098,10,2006,0
15620,-4523,9900,15900,16,2006,0
18370,-4984,9900,18370,19,2006,91
24160,-1678,6600,24180,21,2006,728
38970,-1537,6600,38650,23,2006,3186
15300,-6550,9900,15250,16,2006,0
22540,-4902,9900,19570,21,2006,234
38940,-1039,6600,38490,23,2006,2399
10460,-3052,6600,10640,11,2006,0
14220,-3186,9900,14120,15,2006,0
16410,-4579,9900,16300,17,2006,0
13120,-2863,9900,13100,14,2006,0
11770,-5017,9900,11780,12,2006,0
56890,-2284,13200,56820,25,2006,4251
18030,-2228,6600,18020,19,2006,388
27000,-1425,9900,26990,22,2006,958
20550,-5103,9900,20510,21,2006,184
11900,-4720,9900,11870,12,2006,0
5682,-2168,6600,5639,6,2006,0
32290,-4059,13200,32340,23,2006,1191
20950,-3606,6600,20950,21,2006,678
8910,-2806,6600,8795,9,2006,0
1620,-816,9900,1654,2,2006,0
24440,-5230,9900,24440,21,2006,698
19960,-6831,13200,20000,20,2006,0
11230,-5096,9900,11250,12,2006,0
9630,-4482,16500,9630,10,2006,0
27010,-3873,9900,23740,22,2006,958
14050,-6027,9900,14050,15,2006,0
42440,-1296,9900,12340,24,2006,2579
28490,-3853,9900,28480,22,2006,1116
2012,-859,6600,1964,3,2006,0
12930,-6199,9900,12950,13,2006,0
17500,-3557,6600,17580,18,2006,338
2896,-1335,13200,2951,3,2006,0
18730,-5862,9900,18720,19,2006,368
46130,-1457,9900,45940,24,2006,3764
27200,-2729,9900,27120,22,2006,978
23440,-2839,13200,23320,21,2006,269
29170,-2130,6600,25910,22,2006,1716
64210,-2436,9900,63820,25,2006,5849
4625,-701,3300,2180,5,2006,0
20640,-5741,9900,20620,21,2006,318
35970,-3264,3300,36930,23,2006,3751
25700,-1493,6600,24020,22,2006,1191
23950,-5081,13200,23950,21,2006,323
42420,-3452,13200,42370,24,2006,2084
16510,-3513,6600,16490,17,2006,236
23360,-6540,13200,23380,21,2006,0
25890,-6282,9900,25910,22,2006,843
13960,-6415,9900,13970,14,2006,0
5528,-4537,13200,5550,6,2006,0
16510,-1019,3300,16590,17,2006,834
14730,-6130,9900,14700,15,2006,0
47180,-779,6600,45870,24,2006,3786
24070,-2583,9900,23930,21,2006,663
14040,-3794,6600,14020,15,2006,0
5470,-435,3300,5053,6,2006,0
65620,-751,13200,65680,25,2006,5564
37360,-5042,13200,18480,23,2006,1288
32130,-739,6600,30630,23,2006,1529
14530,-6122,9900,14520,15,2006,0
27670,-1024,6600,27120,22,2006,1491
10060,-649,9900,0,11,2006,0
4506,-2140,6600,4511,5,2006,0
23670,-7908,13200,23700,21,2006,291
14360,-4372,9900,14260,15,2006,0
13040,-4505,6600,13020,14,2006,0
12950,-5634,9900,12950,13,2006,0
14360,-2053,3300,14340,15,2006,593
13280,-4884,9900,13280,14,2006,0
28380,-3059,13200,28310,22,2006,1126
15420,-2560,3300,15340,16,2006,333
